customer_id,Frequency,Monetary,total_items_purchased,total_orders_returned,Recency,return_rate,R_Score,F_Score,M_Score,RFM_Cell,RFM_Score_Sum
CUST00414,1,0.0,1,1,3,1.0,5,1,1,511,7
CUST00415,2,2282.07,4,0,120,0.0,2,2,3,223,7
CUST00416,2,1020.28,3,0,28,0.0,4,2,2,422,8
CUST00417,4,2750.0299999999997,5,0,151,0.0,1,4,4,144,9
CUST00418,2,1919.75,3,0,5,0.0,5,2,3,523,10
CUST00419,2,1795.1,4,0,98,0.0,2,2,3,223,7
CUST00420,4,4050.29,8,0,18,0.0,5,4,5,545,14
CUST00421,7,4531.12,11,1,0,0.14285714285714285,5,5,5,555,15
CUST00422,2,1075.03,3,0,125,0.0,2,2,2,222,6
CUST00423,3,2349.76,6,0,135,0.0,2,3,3,233,8
CUST00424,2,1297.49,3,0,113,0.0,2,2,2,222,6
CUST00425,2,1502.44,4,0,113,0.0,2,2,3,223,7
CUST00426,2,1478.25,3,0,77,0.0,3,2,3,323,8
CUST00427,2,182.53,2,1,1,0.5,5,2,1,521,8
CUST00428,5,2817.05,6,0,74,0.0,3,4,4,344,11
CUST00429,1,432.48,1,0,6,0.0,5,1,1,511,7
CUST00430,3,2369.81,4,0,22,0.0,4,3,3,433,10
CUST00431,2,903.65,3,0,154,0.0,1,2,2,122,5
CUST00432,4,5036.07,8,0,112,0.0,2,4,5,245,11
CUST00433,6,4884.34,12,0,36,0.0,4,5,5,455,14
CUST00434,2,1034.35,2,0,293,0.0,1,2,2,122,5
CUST00435,3,1392.65,3,1,200,0.3333333333333333,1,3,2,132,6
CUST00436,4,2770.92,5,0,49,0.0,3,4,4,344,11
CUST00437,1,729.22,2,0,151,0.0,1,1,2,112,4
CUST00438,3,0.0,4,3,64,1.0,3,3,1,331,7
CUST00439,3,1416.1,6,1,119,0.3333333333333333,2,3,2,232,7
CUST00440,1,325.03,1,0,64,0.0,3,1,1,311,5
CUST00441,1,786.67,2,0,211,0.0,1,1,2,112,4
CUST00442,8,4905.34,11,0,69,0.0,3,5,5,355,13
CUST00443,3,1694.35,3,0,265,0.0,1,3,3,133,7
CUST00444,1,520.84,1,0,232,0.0,1,1,1,111,3
CUST00445,1,1594.8,3,0,26,0.0,4,1,3,413,8
CUST00446,1,521.16,1,0,26,0.0,4,1,1,411,6
CUST00447,7,2452.52,10,1,36,0.14285714285714285,4,5,4,454,13
CUST00448,5,2541.7799999999997,7,2,136,0.4,2,4,4,244,10
CUST00449,2,661.52,2,0,209,0.0,1,2,1,121,4
CUST00450,1,862.9,1,0,44,0.0,4,1,2,412,7
CUST00451,4,2870.6,7,1,29,0.25,4,4,4,444,12
CUST00452,6,1929.85,6,0,256,0.0,1,5,3,153,9
CUST00453,4,3032.93,6,0,17,0.0,5,4,4,544,13
CUST00454,4,2655.42,5,0,13,0.0,5,4,4,544,13
CUST00455,3,1616.76,5,0,273,0.0,1,3,3,133,7
CUST00456,4,3440.2,6,0,147,0.0,2,4,4,244,10
CUST00457,2,1371.21,3,0,321,0.0,1,2,2,122,5
CUST00458,2,1371.81,4,0,4,0.0,5,2,2,522,9
CUST00459,3,2548.66,5,1,237,0.3333333333333333,1,3,4,134,8
CUST00460,11,8492.39,20,1,19,0.09090909090909091,5,5,5,555,15
CUST00461,4,1579.47,4,0,194,0.0,1,4,3,143,8
CUST00462,3,2689.5,8,0,35,0.0,4,3,4,434,11
CUST00463,4,5048.68,10,0,29,0.0,4,4,5,445,13
CUST00464,10,5288.34,17,1,106,0.1,2,5,5,255,12
CUST00465,1,1298.74,3,0,177,0.0,1,1,2,112,4
CUST00466,10,4033.57,13,1,25,0.1,4,5,5,455,14
CUST00467,2,1180.98,3,0,3,0.0,5,2,2,522,9
CUST00468,2,700.24,2,1,198,0.5,1,2,2,122,5
CUST00469,3,1886.95,5,0,19,0.0,5,3,3,533,11
CUST00470,5,3508.62,8,0,166,0.0,1,4,4,144,9
CUST00471,1,307.23,1,0,126,0.0,2,1,1,211,4
CUST00472,3,2846.8,4,0,114,0.0,2,3,4,234,9
CUST00473,6,3082.93,6,1,121,0.16666666666666666,2,5,4,254,11
CUST00474,3,1010.3299999999999,3,1,22,0.3333333333333333,4,3,2,432,9
CUST00475,9,6914.04,12,0,39,0.0,4,5,5,455,14
CUST00476,7,5331.43,15,1,140,0.14285714285714285,2,5,5,255,12
CUST00477,4,3034.67,10,0,60,0.0,3,4,4,344,11
CUST00478,2,862.04,2,0,31,0.0,4,2,2,422,8
CUST00479,1,319.34,1,0,269,0.0,1,1,1,111,3
CUST00480,7,4227.82,10,0,148,0.0,1,5,5,155,11
CUST00481,2,934.12,2,0,43,0.0,4,2,2,422,8
CUST00482,4,2177.14,6,0,32,0.0,4,4,3,443,11
CUST00483,7,3623.2000000000003,8,1,107,0.14285714285714285,2,5,4,254,11
CUST00484,5,4892.72,10,1,62,0.2,3,4,5,345,12
CUST00485,5,2971.02,8,0,228,0.0,1,4,4,144,9
CUST00486,1,810.16,1,0,44,0.0,4,1,2,412,7
CUST00487,7,2411.22,8,1,29,0.14285714285714285,4,5,4,454,13
CUST00488,4,2427.65,4,0,217,0.0,1,4,4,144,9
CUST00489,1,963.44,3,0,210,0.0,1,1,2,112,4
CUST00490,1,0.0,1,1,7,1.0,5,1,1,511,7
CUST00491,1,0.0,1,1,97,1.0,2,1,1,211,4
CUST00492,6,4732.21,10,1,61,0.16666666666666666,3,5,5,355,13
CUST00493,2,508.1,4,1,108,0.5,2,2,1,221,5
CUST00494,1,660.15,1,0,11,0.0,5,1,1,511,7
CUST00495,2,2001.5900000000001,4,0,45,0.0,4,2,3,423,9
CUST00496,1,1586.18,3,0,35,0.0,4,1,3,413,8
CUST00497,1,1724.62,2,0,159,0.0,1,1,3,113,5
CUST00498,2,970.31,2,0,24,0.0,4,2,2,422,8
CUST00499,3,2917.37,4,0,18,0.0,5,3,4,534,12
CUST00500,3,3208.81,5,0,43,0.0,4,3,4,434,11
CUST00501,4,2834.75,4,0,20,0.0,5,4,4,544,13
CUST00502,2,1615.2400000000002,4,0,17,0.0,5,2,3,523,10
CUST00503,7,3817.45,10,1,48,0.14285714285714285,3,5,5,355,13
CUST00504,1,1602.01,3,0,15,0.0,5,1,3,513,9
CUST00505,1,1027.23,2,0,125,0.0,2,1,2,212,5
CUST00506,9,8243.95,18,0,38,0.0,4,5,5,455,14
CUST00507,2,3345.6800000000003,5,0,120,0.0,2,2,4,224,8
CUST00508,1,717.51,1,0,148,0.0,1,1,2,112,4
CUST00509,1,954.21,2,0,21,0.0,4,1,2,412,7
CUST00510,4,1983.9099999999999,8,1,162,0.25,1,4,3,143,8
CUST00511,4,2778.7,5,0,5,0.0,5,4,4,544,13
CUST00512,4,2468.63,6,0,16,0.0,5,4,4,544,13
CUST00513,8,5289.39,11,0,27,0.0,4,5,5,455,14
CUST00514,1,1687.55,3,0,93,0.0,2,1,3,213,6
CUST00515,2,1540.13,4,0,6,0.0,5,2,3,523,10
CUST00516,1,623.59,1,0,27,0.0,4,1,1,411,6
CUST00517,5,2777.25,5,0,59,0.0,3,4,4,344,11
CUST00518,1,226.9,1,0,23,0.0,4,1,1,411,6
CUST00519,1,412.42,1,0,81,0.0,3,1,1,311,5
CUST00520,5,3130.28,8,0,2,0.0,5,4,4,544,13
CUST00521,7,3626.0699999999997,11,0,42,0.0,4,5,4,454,13
CUST00522,1,1688.22,2,0,462,0.0,1,1,3,113,5
CUST00523,3,2606.67,7,0,29,0.0,4,3,4,434,11
CUST00524,10,6173.9,16,1,11,0.1,5,5,5,555,15
CUST00525,4,1916.75,4,0,220,0.0,1,4,3,143,8
CUST00526,1,1131.41,3,0,2,0.0,5,1,2,512,8
CUST00527,6,5554.469999999999,10,0,113,0.0,2,5,5,255,12
CUST00528,1,556.1,1,0,14,0.0,5,1,1,511,7
CUST00529,1,1129.52,2,0,63,0.0,3,1,2,312,6
CUST00530,3,2183.4300000000003,5,0,57,0.0,3,3,3,333,9
CUST00531,2,648.41,2,0,43,0.0,4,2,1,421,7
CUST00532,4,4895.42,11,0,118,0.0,2,4,5,245,11
CUST00533,1,149.0,1,0,4,0.0,5,1,1,511,7
CUST00534,5,3110.46,6,0,74,0.0,3,4,4,344,11
CUST00535,5,5156.9,9,0,138,0.0,2,4,5,245,11
CUST00536,4,4432.75,7,0,55,0.0,3,4,5,345,12
CUST00537,1,447.58,1,0,2,0.0,5,1,1,511,7
CUST00538,6,4026.69,7,0,70,0.0,3,5,5,355,13
CUST00539,8,7874.25,14,0,65,0.0,3,5,5,355,13
CUST00540,7,5087.94,11,0,56,0.0,3,5,5,355,13
CUST00541,5,3404.94,8,0,132,0.0,2,4,4,244,10
CUST00542,1,576.88,1,0,54,0.0,3,1,1,311,5
CUST00543,4,2320.55,4,0,197,0.0,1,4,3,143,8
CUST00544,2,2284.46,4,0,85,0.0,3,2,3,323,8
CUST00545,1,603.57,1,0,1,0.0,5,1,1,511,7
CUST00546,2,2127.37,4,0,3,0.0,5,2,3,523,10
CUST00547,1,0.0,1,1,39,1.0,4,1,1,411,6
CUST00548,1,858.7,3,0,165,0.0,1,1,2,112,4
CUST00549,2,1035.57,3,0,132,0.0,2,2,2,222,6
CUST00550,1,525.8,2,0,11,0.0,5,1,1,511,7
CUST00551,3,1964.0,5,0,25,0.0,4,3,3,433,10
CUST00552,1,567.45,1,0,4,0.0,5,1,1,511,7
CUST00553,4,3183.11,7,0,293,0.0,1,4,4,144,9
CUST00554,3,1402.26,3,0,7,0.0,5,3,2,532,10
CUST00555,3,1924.03,4,0,45,0.0,4,3,3,433,10
CUST00556,1,936.16,2,0,26,0.0,4,1,2,412,7
CUST00557,6,4460.42,11,0,16,0.0,5,5,5,555,15
CUST00558,2,679.0699999999999,2,0,399,0.0,1,2,1,121,4
CUST00559,2,1344.49,3,0,1,0.0,5,2,2,522,9
CUST00560,1,1135.13,2,0,231,0.0,1,1,2,112,4
CUST00561,1,256.33,1,0,4,0.0,5,1,1,511,7
CUST00562,2,461.9,2,1,259,0.5,1,2,1,121,4
CUST00563,2,887.86,2,0,105,0.0,2,2,2,222,6
CUST00564,8,4592.1900000000005,10,0,130,0.0,2,5,5,255,12
CUST00565,1,275.55,1,0,39,0.0,4,1,1,411,6
CUST00566,1,657.76,2,0,22,0.0,4,1,1,411,6
CUST00567,8,4922.05,10,0,3,0.0,5,5,5,555,15
CUST00568,1,482.12,1,0,34,0.0,4,1,1,411,6
CUST00569,1,430.0,1,0,113,0.0,2,1,1,211,4
CUST00570,3,1569.0,6,1,168,0.3333333333333333,1,3,3,133,7
CUST00571,1,0.0,1,1,32,1.0,4,1,1,411,6
CUST00572,6,3305.75,8,0,51,0.0,3,5,4,354,12
CUST00573,5,2912.39,8,0,125,0.0,2,4,4,244,10
CUST00574,7,5871.91,11,0,5,0.0,5,5,5,555,15
CUST00575,1,548.72,1,0,83,0.0,3,1,1,311,5
CUST00576,2,799.27,2,0,46,0.0,4,2,2,422,8
CUST00577,5,3560.2299999999996,8,0,72,0.0,3,4,4,344,11
CUST00578,2,3054.7200000000003,5,0,376,0.0,1,2,4,124,7
CUST00579,1,301.68,1,0,10,0.0,5,1,1,511,7
CUST00580,1,713.84,1,0,74,0.0,3,1,2,312,6
CUST00581,2,1527.79,2,0,76,0.0,3,2,3,323,8
CUST00582,1,392.06,1,0,286,0.0,1,1,1,111,3
CUST00583,4,3652.46,7,0,263,0.0,1,4,4,144,9
CUST00584,1,591.05,1,0,83,0.0,3,1,1,311,5
CUST00585,8,5368.63,13,0,113,0.0,2,5,5,255,12
CUST00586,4,1853.61,5,0,128,0.0,2,4,3,243,9
CUST00587,1,275.79,1,0,18,0.0,5,1,1,511,7
CUST00588,1,649.95,1,0,76,0.0,3,1,1,311,5
CUST00589,5,4196.7699999999995,9,0,71,0.0,3,4,5,345,12
CUST00590,3,3961.05,6,0,140,0.0,2,3,5,235,10
CUST00591,2,1767.15,5,0,69,0.0,3,2,3,323,8
CUST00592,2,1084.48,4,0,20,0.0,5,2,2,522,9
CUST00593,5,3602.31,7,0,29,0.0,4,4,4,444,12
CUST00594,1,448.78,1,0,91,0.0,2,1,1,211,4
CUST00595,5,2849.27,7,0,20,0.0,5,4,4,544,13
CUST00596,4,2927.96,5,0,50,0.0,3,4,4,344,11
CUST00597,4,3041.18,6,0,52,0.0,3,4,4,344,11
CUST00598,2,1082.0300000000002,2,0,7,0.0,5,2,2,522,9
CUST00599,4,2898.52,5,0,169,0.0,1,4,4,144,9
CUST00600,3,1248.1399999999999,3,0,263,0.0,1,3,2,132,6
CUST00601,1,537.85,1,0,70,0.0,3,1,1,311,5
CUST00602,1,171.18,1,0,91,0.0,2,1,1,211,4
CUST00603,9,4869.21,11,0,10,0.0,5,5,5,555,15
CUST00604,1,761.72,2,0,90,0.0,2,1,2,212,5
CUST00605,5,3199.79,8,0,160,0.0,1,4,4,144,9
CUST00606,1,240.15,1,0,120,0.0,2,1,1,211,4
CUST00607,3,2332.76,4,0,249,0.0,1,3,3,133,7
CUST00608,3,2455.49,5,0,27,0.0,4,3,4,434,11
CUST00609,5,4581.16,11,0,6,0.0,5,4,5,545,14
CUST00610,5,3219.5899999999997,8,2,22,0.4,4,4,4,444,12
CUST00611,4,2527.06,7,1,235,0.25,1,4,4,144,9
CUST00612,2,2120.98,5,0,48,0.0,3,2,3,323,8
CUST00613,6,4895.57,12,0,4,0.0,5,5,5,555,15
CUST00614,1,267.96,1,0,196,0.0,1,1,1,111,3
CUST00615,1,0.0,1,1,34,1.0,4,1,1,411,6
CUST00616,5,2628.3,6,0,36,0.0,4,4,4,444,12
CUST00617,10,5271.139999999999,15,1,14,0.1,5,5,5,555,15
CUST00618,2,1570.53,4,0,92,0.0,2,2,3,223,7
CUST00619,5,2211.2000000000003,6,0,2,0.0,5,4,3,543,12
CUST00620,1,449.48,1,0,90,0.0,2,1,1,211,4
CUST00621,1,348.53,1,0,92,0.0,2,1,1,211,4
CUST00622,3,2009.7800000000002,4,0,180,0.0,1,3,3,133,7
CUST00623,4,1430.6100000000001,4,1,108,0.25,2,4,3,243,9
CUST00624,1,270.09,1,0,232,0.0,1,1,1,111,3
CUST00625,4,2155.58,5,0,66,0.0,3,4,3,343,10
CUST00626,2,1214.38,2,0,9,0.0,5,2,2,522,9
CUST00627,3,2765.27,6,0,75,0.0,3,3,4,334,10
CUST00628,3,1099.5900000000001,3,0,59,0.0,3,3,2,332,8
CUST00629,1,442.4,1,0,44,0.0,4,1,1,411,6
CUST00630,3,2512.7,5,0,93,0.0,2,3,4,234,9
CUST00631,10,5153.99,15,1,68,0.1,3,5,5,355,13
CUST00632,1,1078.63,3,0,61,0.0,3,1,2,312,6
CUST00633,1,1619.36,3,0,33,0.0,4,1,3,413,8
CUST00634,4,1153.9099999999999,4,1,118,0.25,2,4,2,242,8
CUST00635,1,1016.46,3,0,134,0.0,2,1,2,212,5
CUST00636,2,2158.95,5,0,72,0.0,3,2,3,323,8
CUST00637,5,5246.29,10,0,60,0.0,3,4,5,345,12
CUST00638,6,3093.33,7,0,173,0.0,1,5,4,154,10
CUST00639,3,2753.19,5,0,369,0.0,1,3,4,134,8
CUST00640,1,641.86,1,0,130,0.0,2,1,1,211,4
CUST00641,6,5481.38,12,0,35,0.0,4,5,5,455,14
CUST00642,3,1654.45,3,0,18,0.0,5,3,3,533,11
CUST00643,1,1091.34,2,0,155,0.0,1,1,2,112,4
CUST00644,7,3822.27,12,0,78,0.0,3,5,5,355,13
CUST00645,3,2730.59,7,0,252,0.0,1,3,4,134,8
CUST00646,6,4873.08,11,1,117,0.16666666666666666,2,5,5,255,12
CUST00647,1,507.52,1,0,64,0.0,3,1,1,311,5
CUST00648,1,1298.17,2,0,31,0.0,4,1,2,412,7
CUST00649,6,2767.09,8,1,124,0.16666666666666666,2,5,4,254,11
CUST00650,3,2622.0099999999998,6,0,59,0.0,3,3,4,334,10
CUST00651,7,5105.77,11,0,34,0.0,4,5,5,455,14
CUST00652,4,4491.29,9,0,75,0.0,3,4,5,345,12
CUST00653,2,2037.83,4,0,32,0.0,4,2,3,423,9
CUST00654,6,4058.69,10,2,8,0.3333333333333333,5,5,5,555,15
CUST00655,8,5295.41,11,0,79,0.0,3,5,5,355,13
CUST00656,4,3207.37,7,0,67,0.0,3,4,4,344,11
CUST00657,4,777.5899999999999,4,1,63,0.25,3,4,2,342,9
CUST00658,2,2355.97,4,0,219,0.0,1,2,3,123,6
CUST00659,1,883.27,2,0,16,0.0,5,1,2,512,8
CUST00660,1,573.43,1,0,43,0.0,4,1,1,411,6
CUST00661,3,1105.96,4,0,180,0.0,1,3,2,132,6
CUST00662,1,852.96,2,0,124,0.0,2,1,2,212,5
CUST00663,8,4897.48,13,1,64,0.125,3,5,5,355,13
CUST00664,1,237.27,1,0,20,0.0,5,1,1,511,7
CUST00665,9,5963.86,13,1,35,0.1111111111111111,4,5,5,455,14
CUST00666,1,540.99,1,0,3,0.0,5,1,1,511,7
CUST00667,5,4312.47,10,1,25,0.2,4,4,5,445,13
CUST00668,2,952.4100000000001,2,0,42,0.0,4,2,2,422,8
CUST00669,3,2774.7599999999998,6,0,57,0.0,3,3,4,334,10
CUST00670,4,3756.69,9,0,242,0.0,1,4,5,145,10
CUST00671,8,5453.93,11,0,2,0.0,5,5,5,555,15
CUST00672,1,434.37,1,0,141,0.0,2,1,1,211,4
CUST00673,1,1297.2,2,0,118,0.0,2,1,2,212,5
CUST00674,8,4178.67,11,0,56,0.0,3,5,5,355,13
CUST00675,5,6478.51,15,0,130,0.0,2,4,5,245,11
CUST00676,1,714.17,2,0,6,0.0,5,1,2,512,8
CUST00677,1,291.61,1,0,6,0.0,5,1,1,511,7
CUST00678,2,1145.87,3,0,196,0.0,1,2,2,122,5
CUST00679,8,6252.95,14,0,83,0.0,3,5,5,355,13
CUST00680,1,1087.83,2,0,215,0.0,1,1,2,112,4
CUST00681,1,0.0,3,1,211,1.0,1,1,1,111,3
CUST00682,1,1238.23,2,0,19,0.0,5,1,2,512,8
CUST00683,3,3422.7,7,0,0,0.0,5,3,4,534,12
CUST00684,4,2472.73,4,0,140,0.0,2,4,4,244,10
CUST00685,1,1158.09,2,0,2,0.0,5,1,2,512,8
CUST00686,3,1409.0900000000001,3,0,127,0.0,2,3,2,232,7
CUST00687,5,4129.24,8,0,117,0.0,2,4,5,245,11
CUST00688,5,3000.38,8,1,13,0.2,5,4,4,544,13
CUST00689,4,4514.3099999999995,8,0,70,0.0,3,4,5,345,12
CUST00690,5,5697.91,11,0,4,0.0,5,4,5,545,14
CUST00691,3,2927.57,5,0,61,0.0,3,3,4,334,10
CUST00692,3,1850.73,5,0,58,0.0,3,3,3,333,9
CUST00693,5,6136.5,11,0,147,0.0,2,4,5,245,11
CUST00694,1,345.14,1,0,74,0.0,3,1,1,311,5
CUST00695,1,616.85,2,0,198,0.0,1,1,1,111,3
CUST00696,5,4814.21,10,0,40,0.0,4,4,5,445,13
CUST00697,4,3270.91,6,1,247,0.25,1,4,4,144,9
CUST00698,8,3291.49,12,3,14,0.375,5,5,4,554,14
CUST00699,4,2191.5099999999998,5,0,47,0.0,3,4,3,343,10
CUST00700,4,3589.62,6,0,49,0.0,3,4,4,344,11
CUST00701,5,6476.26,10,0,122,0.0,2,4,5,245,11
CUST00702,6,6208.63,12,1,77,0.16666666666666666,3,5,5,355,13
CUST00703,1,360.06,1,0,104,0.0,2,1,1,211,4
CUST00704,4,3057.83,7,0,22,0.0,4,4,4,444,12
CUST00705,1,0.0,1,1,12,1.0,5,1,1,511,7
CUST00706,1,439.07,1,0,2,0.0,5,1,1,511,7
CUST00707,3,2254.12,4,0,189,0.0,1,3,3,133,7
CUST00708,6,5342.67,11,0,45,0.0,4,5,5,455,14
CUST00709,1,1966.47,3,0,129,0.0,2,1,3,213,6
CUST00710,8,5514.42,12,0,16,0.0,5,5,5,555,15
CUST00711,8,5019.64,13,1,19,0.125,5,5,5,555,15
CUST00712,4,1928.79,4,0,4,0.0,5,4,3,543,12
CUST00713,9,7953.17,18,1,3,0.1111111111111111,5,5,5,555,15
CUST00714,6,2426.95,7,1,40,0.16666666666666666,4,5,4,454,13
CUST00715,3,954.63,4,0,25,0.0,4,3,2,432,9
CUST00716,6,2828.0600000000004,6,0,6,0.0,5,5,4,554,14
CUST00717,1,884.85,2,0,0,0.0,5,1,2,512,8
CUST00718,2,697.62,2,0,117,0.0,2,2,2,222,6
CUST00719,4,1682.3700000000001,8,1,168,0.25,1,4,3,143,8
CUST00720,5,2745.13,8,1,291,0.2,1,4,4,144,9
CUST00721,1,1856.99,3,0,14,0.0,5,1,3,513,9
CUST00722,1,0.0,1,1,30,1.0,4,1,1,411,6
CUST00723,1,546.81,1,0,69,0.0,3,1,1,311,5
CUST00724,2,1014.94,2,0,8,0.0,5,2,2,522,9
CUST00725,3,2162.5,5,0,141,0.0,2,3,3,233,8
CUST00726,10,7170.42,17,1,98,0.1,2,5,5,255,12
CUST00727,5,3438.91,9,1,8,0.2,5,4,4,544,13
CUST00728,1,0.0,1,1,66,1.0,3,1,1,311,5
CUST00729,1,1324.83,3,0,140,0.0,2,1,2,212,5
CUST00730,2,1923.08,4,0,232,0.0,1,2,3,123,6
CUST00731,2,1457.58,3,0,136,0.0,2,2,3,223,7
CUST00732,1,402.61,1,0,6,0.0,5,1,1,511,7
CUST00733,3,1661.19,3,0,66,0.0,3,3,3,333,9
CUST00734,5,4173.25,10,1,89,0.2,2,4,5,245,11
CUST00735,4,1973.4,5,0,12,0.0,5,4,3,543,12
CUST00736,3,1727.68,4,0,66,0.0,3,3,3,333,9
CUST00737,1,872.88,1,0,24,0.0,4,1,2,412,7
CUST00738,1,0.0,1,1,78,1.0,3,1,1,311,5
CUST00739,1,1047.95,2,0,24,0.0,4,1,2,412,7
CUST00740,5,1909.8899999999999,7,1,261,0.2,1,4,3,143,8
CUST00741,3,1798.7,4,0,225,0.0,1,3,3,133,7
CUST00742,2,1288.91,2,0,49,0.0,3,2,2,322,7
CUST00743,5,2295.02,7,1,1,0.2,5,4,3,543,12
CUST00744,2,1108.58,3,0,65,0.0,3,2,2,322,7
CUST00745,1,1077.53,2,0,1,0.0,5,1,2,512,8
CUST00746,2,1625.12,3,0,177,0.0,1,2,3,123,6
CUST00747,1,1123.87,2,0,11,0.0,5,1,2,512,8
CUST00748,7,4244.5,8,0,58,0.0,3,5,5,355,13
CUST00749,2,1514.65,4,0,11,0.0,5,2,3,523,10
CUST00750,3,2474.98,6,0,49,0.0,3,3,4,334,10
CUST00751,1,657.24,1,0,15,0.0,5,1,1,511,7
CUST00752,2,1319.5500000000002,3,0,97,0.0,2,2,2,222,6
CUST00753,1,1093.17,2,0,143,0.0,2,1,2,212,5
CUST00754,2,3639.05,6,0,37,0.0,4,2,4,424,10
CUST00755,2,608.51,4,1,200,0.5,1,2,1,121,4
CUST00756,3,3223.87,7,0,113,0.0,2,3,4,234,9
CUST00757,3,1807.24,4,0,8,0.0,5,3,3,533,11
CUST00758,10,6808.01,16,0,78,0.0,3,5,5,355,13
CUST00759,2,1562.24,3,0,38,0.0,4,2,3,423,9
CUST00760,2,763.45,3,1,162,0.5,1,2,2,122,5
CUST00761,2,1069.58,2,0,193,0.0,1,2,2,122,5
CUST00762,2,2341.08,4,1,46,0.5,4,2,3,423,9
CUST00763,4,4210.57,7,0,188,0.0,1,4,5,145,10
CUST00764,4,3245.93,7,0,23,0.0,4,4,4,444,12
CUST00765,3,2692.35,6,0,98,0.0,2,3,4,234,9
CUST00766,2,1783.35,4,0,166,0.0,1,2,3,123,6
CUST00767,7,3498.46,7,0,75,0.0,3,5,4,354,12
CUST00768,3,2361.23,5,0,21,0.0,4,3,3,433,10
CUST00769,6,2815.44,6,0,18,0.0,5,5,4,554,14
CUST00770,3,2711.16,6,0,27,0.0,4,3,4,434,11
CUST00771,1,456.76,2,0,90,0.0,2,1,1,211,4
CUST00772,3,3114.63,5,0,190,0.0,1,3,4,134,8
CUST00773,3,2278.26,6,0,71,0.0,3,3,3,333,9
CUST00774,3,1439.8,3,0,101,0.0,2,3,3,233,8
CUST00775,1,1298.92,2,0,23,0.0,4,1,2,412,7
CUST00776,4,3024.9399999999996,5,0,135,0.0,2,4,4,244,10
CUST00777,1,720.41,2,0,10,0.0,5,1,2,512,8
CUST00778,4,3444.29,7,0,331,0.0,1,4,4,144,9
CUST00779,1,416.15,2,0,6,0.0,5,1,1,511,7
CUST00780,4,1648.1100000000001,7,1,36,0.25,4,4,3,443,11
CUST00781,1,442.8,1,0,49,0.0,3,1,1,311,5
CUST00782,1,505.28,1,0,194,0.0,1,1,1,111,3
CUST00783,6,4123.36,12,0,232,0.0,1,5,5,155,11
CUST00784,5,3103.73,6,0,45,0.0,4,4,4,444,12
CUST00785,6,3144.23,8,0,11,0.0,5,5,4,554,14
CUST00786,5,4402.150000000001,9,1,150,0.2,1,4,5,145,10
CUST00787,7,5769.13,12,0,48,0.0,3,5,5,355,13
CUST00788,1,1408.44,4,0,49,0.0,3,1,2,312,6
CUST00789,3,1689.1100000000001,4,0,55,0.0,3,3,3,333,9
CUST00790,1,458.83,1,0,78,0.0,3,1,1,311,5
CUST00791,1,1187.93,2,0,230,0.0,1,1,2,112,4
CUST00792,6,2976.79,7,0,148,0.0,1,5,4,154,10
CUST00793,3,2463.2,5,0,113,0.0,2,3,4,234,9
CUST00794,5,2824.37,5,0,171,0.0,1,4,4,144,9
CUST00795,4,3787.58,7,0,138,0.0,2,4,5,245,11
CUST00796,3,5388.48,8,0,151,0.0,1,3,5,135,9
CUST00797,5,2975.27,7,0,9,0.0,5,4,4,544,13
CUST00798,10,6339.86,13,0,57,0.0,3,5,5,355,13
CUST00799,6,3798.88,10,0,56,0.0,3,5,5,355,13
CUST00800,10,7320.790000000001,18,2,12,0.2,5,5,5,555,15
CUST00801,3,3345.79,7,0,76,0.0,3,3,4,334,10
CUST00802,1,1787.0,3,0,201,0.0,1,1,3,113,5
CUST00803,7,5289.43,10,0,53,0.0,3,5,5,355,13
CUST00804,1,969.91,3,0,14,0.0,5,1,2,512,8
CUST00805,1,780.79,1,0,41,0.0,4,1,2,412,7
CUST00806,1,976.95,3,0,21,0.0,4,1,2,412,7
CUST00807,2,1827.0300000000002,3,0,112,0.0,2,2,3,223,7
CUST00808,5,2276.52,6,1,53,0.2,3,4,3,343,10
CUST00809,3,826.78,5,1,22,0.3333333333333333,4,3,2,432,9
CUST00810,1,528.93,1,0,217,0.0,1,1,1,111,3
CUST00811,6,3477.9399999999996,11,0,184,0.0,1,5,4,154,10
CUST00812,1,383.16,1,0,189,0.0,1,1,1,111,3
CUST00813,9,9628.83,15,0,5,0.0,5,5,5,555,15
CUST00814,3,3998.29,6,0,88,0.0,2,3,5,235,10
CUST00815,3,3282.1400000000003,5,0,137,0.0,2,3,4,234,9
CUST00816,2,2688.92,5,0,59,0.0,3,2,4,324,9
CUST00817,14,11008.85,20,0,9,0.0,5,5,5,555,15
CUST00818,1,988.84,2,0,147,0.0,2,1,2,212,5
CUST00819,4,2164.49,4,0,28,0.0,4,4,3,443,11
CUST00820,2,935.6700000000001,3,0,189,0.0,1,2,2,122,5
CUST00821,3,911.85,3,1,94,0.3333333333333333,2,3,2,232,7
CUST00822,6,4218.62,9,0,76,0.0,3,5,5,355,13
CUST00823,8,2811.99,9,2,146,0.25,2,5,4,254,11
CUST00824,4,2566.4900000000002,5,0,4,0.0,5,4,4,544,13
CUST00825,1,410.77,1,0,97,0.0,2,1,1,211,4
CUST00826,10,8171.4,18,0,158,0.0,1,5,5,155,11
CUST00827,1,1699.04,3,0,57,0.0,3,1,3,313,7
CUST00828,1,355.91,1,0,90,0.0,2,1,1,211,4
CUST00829,10,6268.52,15,0,62,0.0,3,5,5,355,13
